class,TIC_ID,TESSMagnitude,StarTemp,StarRadius,StarLuminosity,NFluxRegions,PPPeriod,TransitDepth,TransitDuration,TransitEdgeTime,PlanetRadius,StarGap,StarMass
toi,167600516,0.63463846627956,0.349790278805823,0.295668024691713,0.0539738469453793,0.333333333333333,0.0684054029968835,0.189914169222729,0.998485714902069,0.71937828368076,0.254471254775312,0.106071913161465,0.624437343570484
not,279251651,0.623403726170781,0.204046385393536,0.240559617491209,0.0187252580733559,0.333333333333333,0.495550494029011,0.141734739778629,0.997999734874751,0,0.187476633515545,0.0915875169606513,0.481012776813429
not,314865991,0.300548220715606,0.922758450530471,0.643977010370634,0.988810546932987,0.333333333333333,0.0638132575982353,0.0828532482188211,0.997236525358097,0.0508925410673048,0.324451636751712,0.893805970149254,1.28945243549432
not,308183430,0.502715152301554,0.237848507278559,0.2810427562254,0.0276703437408928,0.333333333333333,0.331464003101556,0,0,0,0,0.0451153324287653,0.529372008180266
not,382099053,0.552372919842995,0.627058968665186,0.491532421530208,0.277332734110151,0.333333333333333,0.364810164116254,0.143412626429342,0.99784411204578,0.000954700827022421,0.336821287926156,0.48726933514247,0.938638978387227
not,279674929,0.645267676603843,0.0888230940044412,0.110228889994221,0.00349575761387443,0.333333333333333,0.326500854382458,0,0,0,0,0.25,0.266368187169127
not,31673724,0.403823488067819,0.774488033555391,0.478960003910192,0.402600575604503,0.333333333333333,0.402564550883326,0.111521963873627,0.997064203914478,0.00130954013892773,0.290471782955551,0.689959294436906,1.03018325167609
not,183799419,0.320671273018242,0.706563039723661,0.442152445738897,0.291285735179611,0.333333333333333,0.0626125423327488,0.139794607897069,0,0,0.303749229059371,0.59657394843962,0.950210966309982
not,88478720,0.645808328197143,0.134715025906736,0.0962551285331892,0.00377350796470959,0.333333333333333,0.0167448223380074,0,0,0,0,0.186906377204885,0.274402226081416
not,130824174,0.378899449616678,0.596718480138169,0.335707241618245,0.133450752574452,0.333333333333333,0.027163789772481,0,0,0,0,0.44555630936228,0.782095859051317
not,300136653,0.359771196245715,0.786577843572662,0.650733592287721,0.711768706397565,0.333333333333333,0.0812408297833525,0.128709462762996,0.997705274016682,0.772638414486647,0.408170728043069,0.706580732700136,1.18776406338742
not,167201200,0.465306387257923,0.742413027387121,0.532916054501177,0.443941078093533,0.333333333333333,0.358244336322746,0.210573633732518,0.995752694349608,0.0386962871271118,0.437757757435997,0.645861601085482,1.05564139303778
not,220391375,0.345260107481537,0.81046878855169,0.509190388977859,0.492345213570822,0.333333333333333,0.064513170326317,0.237354087810711,0.997917958826406,0.390007182360794,0.446733196981311,0.739426729986431,1.08328357417766
not,220433363,0.419805149165775,0.126079447322971,0.16712621007507,0.0075369142901457,0.333333333333333,0.953528517729546,0.593539064563675,0.997814568452801,0.0106822287653465,0.295410110767886,0.198778833107191,0.36232570002287
